ID,TEMA,DATA,STATUS,DESCRICAO,URL,CASOS,CIDADE,UF,TIPO_ORIGEM,TIPO_SERVICO,PROBLEMA
149484339,EMERGÊNCIA OFTALMOLÓGICA INEXISTENTE,2022-01-09,Não respondida,FIZ CONSULTA APLICATIVO HAPVER DIA 13082022 INFORMAR DEVER DIRIGIR CASO EMERGÊNCIA OFTALMOLÓGICO NÃO INFORMAR EMERGÊNCIA OFTALMOLÓGICO FUNCIONAR 19HR FALHA PACIENTE SAIR CASA DESTINO EMERGÊNCIA HORÁRIO FICAR SABER LIMITAÇÃO HORÁRIO CHEGAR FALHA INFORMAR VIGILANTE ORIENTAR PACIENTE PA CAXANGÁ SER ATENDIR FICAR OUTRO BAIRRO CIDADEO CLIENTE DIRIGIR PA CITAR CHEGAR INFORMAR SER ATENDIR CLÍNICO CASO SER NECESSÁRIO SOLICITAR PRESENÇA OFTALMOLOGISTA FICAR AVISO FALHAFOI ACONTECER COMIGO DOMINGO DIA 130822 VOLTA MEIO NOITE FIZ PEREGRINAÇÃO GASTAR R 7300 UBER ATENDER PEDIATRA 51 ANO ATENDER NÃO ESPECIALIDADE LIGAR OFTALMOLOGISTA PRESCREVER MEDICAÇÃO TELEFONE NENHUM EXAME FALHA SER EMERGÊNCIA OFTALMOLÓGICO HAPVER HORÁRIO NÃO 07HR 19HR NÃO EMERGÊNCIA PERGUNTAR PACIENTE ADIVINHAR HORÁRIO PASSAR EMERGÊNCIAO CLIENTE HAPVIDURAR PAGAR CARO PRA NÃO ATENDIMENTO DESCENTE DIGNOSABER NADA MUDAR REGISTRAR DESCONTENTAMENTO JUNTO ANS REGISTRAR RECLAMAÇÃO OUVIDORIA PLANO FAZER RESPOSTAA TELA ANEXAR RECLAMAÇÃO PRINTAR APLICATIVO HAPVIDA PACIENTE DIRIGIR CASO EMERGÊNCIA NÃO INFORMAR HORÁRIO,https://www.reclameaqui.com.br//hapvida-saude/emergencia-oftalmologica-inexistente_w_Gv28WPYLtkhheI/,66,RECIFE,PE,PLANO DE SAÚDE,ATENDIMENTO,"MAU ATENDIMENTO, REDE DE ATENDIMENTO"
149484029,REEMBOLSO DE PROCEDIMENTO.,2022-01-09,Não respondida,DIA 21052022 SOLICITAR VIA EMAIL REEMBOLSOMANAUSHAPVIDACOMBR REEMBOLSO PROCEDIMENTO COLONOSCOPIA BIOPSIA AGUARDEI PRAZO 30 DIA REGRA INTERNO HAPVIDA PASSAR 50 DIA NÃO OBTIVER RETORNO ALGUMENTREIR CONTATO SAC VIA CHAT SITE HAPVIDA INFORMAR FALTAR ENVIAR DOCUMENTO ATESTAR COMPARECIMENTO TER SOLICITAÇÃO AGUARDAR 30 DIASDIA 27072022 FIZ SOLICITAÇÃO REEMBOLSO VER EMAIL ENDEREÇO REEMBOLSOMANAUSHAPVIDACOMBR DIA 09082022 RECEBI EMAIL SENHOR JOAO PAULO ALMEIDA JOAOPAULOALMEIDAHAPVIDACOMBR INFORMAR PROTOCOLO PROCESSO REEMBOLSO 36825320220613240997 SOLICITAR DOCUMENTO ADICIONAL CONTINUIDADE DEMANDA ENVIEI DOCUMENTAÇÃO MESMO DATADIA 11082022 RECEBI OUTRO EMAIL REEMBOLSOMANAUSHAPVIDACOMBR SOLICITAR MESMO DOCUMENTAÇÃO SENHOR JOAO PAULO ALMEIDA HAVER SOLICITAR DIA 09082022 ENVIEI NOVAMENTE DOCUMENTAÇÃO SOLICITAR PRAZO INFORMADOENVIEI EMAIL SENHOR SENHOR JOAO PAULO ALMEIDA REEMBOLSOMANAUSHAPVIDACOMBR SOLICITAR SITUAÇÃO REEMBOLSO NÃO OBTIVER RETORNOENTREI VÁRIAS CONTATO SAC HAPVIDA VIA CHAT SOLICITAR INFORMAÇÃO REEMBOLSO DE ESSE PROTOCOLO 36825320220722371888 INFORMAR NÃO ENCONTRAR PROCESSO REEMBOLSOSOLICITO PROVIDÊNCIA RETORNO REEMBOLSOCASO CONTRÁRIO ESTARAR RECORRER MEDIDA JUDICIAL,https://www.reclameaqui.com.br//hapvida-saude/reembolso-de-procedimento_eptwR6KB0YO5SfuJ/,66,SÃO LUÍS,MA,PLANO DE SAÚDE,EXAMES / PROCEDIMENTOS,REEMBOLSO DE CONSULTA-EXAME
149482479,PÉSSIMO ATENDIMENTO,2022-01-09,Não respondida,APLICATIVO VIVER AR TELEFONE QUASE NUNCA CAIR ATENDENTE NÃO OPÇÃO MEDER EXISTIR MÉDICO PLATAFORMA APLICATIVO NUNCA DISPONÍVEL CONSULTA EXISTIR PROGRAMA TELECONSULTA EXTREMAMENTE DEMORADO DURAR 3 HORA ESPERA MÉDICO NEM LIGAM CÂMERA NÃO RESOLVER NADA,https://www.reclameaqui.com.br//hapvida-saude/pessimo-atendimento_ZzB1V4uKEcWMQtxu/,66,ANÁPOLIS,GO,PLANO DE SAÚDE,ATENDIMENTO,"REDE DE ATENDIMENTO, DIFICULDADE PARA AGENDAMENTO DE EXAMES-CONSULTAS"
149480993,CIRURGIA REPARADORA PÓS BARIÁTRICA NEGADA,2022-01-09,Não respondida,FIZ CIRURGIA BARIÁTRICO ESTABILIZAÇÃO PESO CIRURGIÃO PLÁSTICO SOLICITAR CIRURGIA MASTOPEXIA REPARAÇÃO SEIO EXCESSO FLACIDEZ DECORRENTE PERDA PESO CAUSAR BARIÁTRICA PLANO SAÚDE NEGAR ALEGAR NÃO PREVISTO ROL ANS ENTRETANTO MASTOPEXIA NÃO CONSIDERAR ESTÉTICO CONSIDERAR REPARADOR SER INDICAR PACIENTE NECESSITAR INTERVENÇÃO CIRÚRGICO SAÚDE PSICOLÓGICO FÍSICO CITAMOS ACIMA EXCESSO PELE OCASIONAR INFECÇÃO CUTÂNEO PACIENTEO PLANO SAÚDE COBRIR CIRURGIA SER NECESSÁRIO REPARAÇÃO CIRURGIA BARIÁTRICO CASO CIRURGIA NÃO SER AUTORIZAR PLANO IRAR ENTRAR SOLICITAÇÃO JUDICIALMENTE ALEGAR DANO SER CAUSAR AGUARDAR CIRURGIA LEVAR CONSIDERAÇÃO SAÚDE MENTAL ABALADO CONTA EXCESSO PELE,https://www.reclameaqui.com.br//hapvida-saude/cirurgia-reparadora-pos-bariatrica-negada_r50TG74Hn3tq6-lA/,66,BELÉM,PA,PLANO DE SAÚDE,OUTROS,QUALIDADE DO SERVIÇO PRESTADO
149480441,HAPVIDA NÃO RESOLVE NEM DÁ RESPOSTAS,2022-01-09,Respondida,EXCELENTE PLANO SAUDE DUVIDA EXISTIR PESSOA EMPRESA NÃO CUMPRIR PAPEL SER PRECISO DENTISTA ANO PASSADO P EFETUAR ENDODONTIA MICROSCÓPIO PESSOAL RESPONSAVEL NÃO AJUDAR NÃO RESPONDIR RECLAMAÇÃO FAZER SITE SAC NÃO ORIENTAR ENFIM PARECEME NÃO QUERER COMPROMISSO AJUDAR IDOSO CASO TOMAR ANALGÉSICO QUASE DIARIAMENTE FORÇA IRRESPONSÁVEL FERRAR CLIENTE IMAGEM EMPRESA DIGASE PASSAGEM EXCELENTE EMPRESA NÃO CULPA GESTOR MAU FUNCIONÁRIOSQDO DEIXAR PAGAR ATRASAR MENSALIDADE NUNCA ACONTECER COMIGO LIGAR PROCURAR FORMAR VERDADEIRO BATALHÃO APTO TRAZER VOLTA CLIENTELAMENTÁVEL DESPREZOR P ASSOCIADO GOSTAR MUIIIITO CEO PODER LER LINHA TOMÁR DEVIR NECESSARIA PROVIDENCIASME RESTAR ESPERANÇA MARAVILHOSO CANAL RECLAME,https://www.reclameaqui.com.br//hapvida-saude/hapvida-nao-resolve-nem-da-respostas_TK_h6w_V5iXYeha7/,66,RECIFE,PE,PLANO DE SAÚDE,OUTROS,QUALIDADE DO SERVIÇO PRESTADO
149485711,NEGLIGÊNCIA E FALTA DE PREPARO DOS MÉDICOS,2022-01-09,Não respondida,DENTRAR DIVERSO QUEIXA REFERENTE PLANO GOSTAR MANIFESTAR INDIGNAÇÃO ATENDIMENTO EMERGÊNCIA UNIDADE TEREZA LISIEUX ATENDER EMERGÊNCIA DESCASO GIGANTESCO MÉDICO NÃO MAPEAMENTO CLÍNICO NÃO PEDIR EXAME NEM DIAGNÓSTICO ADMINISTRAR MEDICAÇÃO DEIXAR PACIENTE CIÊNCIA ACONTECER MÉDICA DIZER QUADRO COVID SINTOMA LEVE SINUSITE GRIPE NÃO DIAGNOSTICAR NEM PASSAR EXAME MÃE CIRURGIA DE AQUI DIA CASO ALGUM INFECÇÃO VIRAL PRECISAR CIENTE EXISTIR PROBABILIDADE MESMO INFECTADO REENGRESSAR CONSULTÓRIO MÉDICO PASSAR EXAME HORA ESPERAR PAGAR PLANO PONTUALMENTE NÃO ATENDIMENTO QUALIDADE NECESSITO RARAMENTE PROCURO EMERGÊNCIA REVOLTANTE DEIXO SINCERO DESAPONTAMENTO DESCONTENTAMENTO SERVIÇO PLANO NÃO RECOMENDAR PRA NINGUÉM TOMAR MEDIDA MESMAR NÃO PRECISE CONTINUAR PAGAR SERVIÇO NÃO ATENDER,https://www.reclameaqui.com.br//hapvida-saude/negligencia-e-falta-de-preparo-dos-medicos_ldzCXt0gXnsAHbQW/,66,SALVADOR,BA,HAPVIDA SAÚDE,ATENDIMENTO,"PROBLEMAS COM O ATENDIMENTO, QUALIDADE DO SERVIÇO PRESTADO, EQUIPE DE ATENDIMENTO"
149479281,PORCARIA DE ATENDIMENTO,2022-01-09,Não respondida,CONVENIAR 20 ANO JOSÉ CAMPO COMPRA HAPVIDA DOR CABEÇA DE AQUI IR ENFARTAR PROBLEMA DESPESA VCS SER NÃO RECEBER BOLETO MENSALMENTE TENTAR SITE JUZ CONVÊNIO PORCARIO MUITO OPÇÃO NÃO FUNCIONAR CHAT NÃO NINGUÉM ROBÔ OPÇÃO POSSÍVEL INTERESSE CONVÊNIO COBRAR MULTA JURO ERRO VCS CONSULTA PRECISO ESPERAR 2 CIDADE SUS RÁPIDO MUITAS AGER EM ELE APROVEITO FALAR EMPRESA VER PREJUÍZO QUEDA VALOR BOLSA AÇÃO DEVER FECHAR VERGONHA WHATSAP NINGUÉM RESPONDER PASSAR IMAGEM EFICIÊNCIA MODERNIDADE PASSAR INEFICIÊNCIA PORCAR,https://www.reclameaqui.com.br//hapvida-saude/porcaria-de-atendimento_q3se-10VYXmG3X0G/,66,SÃO JOSÉ DOS CAMPOS,SP,HAPVIDA SAÚDE,ADMINISTRATIVO,QUALIDADE DO SERVIÇO PRESTADO
149500489,DESCASO COM O USUÁRIO,2022-01-09,Não respondida,MORAR RECIFE 2020 MUDEIME CARUARUPE CIDADE INTERIOR PERNAMBUCO QUASE 40000000 HABITANTE NÃO HAVER ATENDIMENTO HAPVIDA INÚMERO RESOLVER IMPASSE OFÍCIO ENVIEI SR CONRAR KOREN NADA DESCASO RESPEITO OBTENHAR RESPOSTA 2014 PAGAR PLANO SACRIFÍCIO NÚMEROMEU DESESPERO CHEGUEI SITE ESPERANÇA OBTER SOLUÇÃO,https://www.reclameaqui.com.br//hapvida-saude/descaso-com-o-usuario_uCc-nxvklZM4aDGX/,66,CARUARU,PE,PLANO DE SAÚDE,ATENDIMENTO,MAU ATENDIMENTO
149501559,FIZ PAGAMENTO MAIS TAO ALEGANDO NÃO PAGUEI PERDI MINHA CONSULTA PPR CAUSA DELES,2022-01-09,Respondida,HAPVIDA TA EU COBRAR JE A PAGAR JULHO COMPROVANTE MÃO ALEGAR NÃO PAGAR PERDI CONSULTA CAUSA HAPVIDA,https://www.reclameaqui.com.br//hapvida-saude/fiz-pagamento-mais-tao-alegando-nao-paguei-perdi-minha-consulta-ppr-causa-d_MauQ-D7eX-74O42H/,66,MACEIÓ,AL,PLANO DE SAÚDE,FINANCEIRO,REEMBOLSO DE PAGAMENTO
149516741,NEGLIGÊNCIA NA EMERGÊNCIA LUIZ DE FRANÇA,2022-01-09,Não respondida,VIR FILHO DOENTE TER VOMITAR DESMAIAR MOLE QUERER DORMIR DIRETO SIMPLESMENTE DEMORAR 2 HORA COMEÇAR TOMAR MEDICAÇÃO MÉDICO PASSAR TC FALTAR DESCREVER ALGUM TÉCNICO QUA APRESENTAR PAPEL VOLTAR MÉDICA TER SAIR NINGUÉM SIMPLESMENTE NINGUÉM PODER REESCREVER QUIA MÉDICO MUITO CRIANÇA FUNCIONÁRIO ARREPENDIR CHORAR RAIVA PREUCUPA FILHO NEGLIGENCIAR,https://www.reclameaqui.com.br//hapvida-saude/negligencia-na-emergencia-luiz-de-franca__ueqYz9yh6QMYpM8/,66,FORTALEZA,CE,PLANO DE SAÚDE,OUTROS,QUALIDADE DO SERVIÇO PRESTADO
149516203,FALTA DE ATENDIMENTO AO CLIENTE,2022-01-09,Respondida,MARCAR CONSULTA DR ANDRESA KARLA DIA 260922 NÃO AGENDA LIGA NÃO AGENDA RESPEITOQUERO RETORNO URGÊNCIA,https://www.reclameaqui.com.br//hapvida-saude/falta-de-atendimento-ao-cliente_aqRJUMdOG6bggEp2/,66,NATAL,RN,PLANO DE SAÚDE,AGENDAMENTO,DIFICULDADE PARA AGENDAMENTO DE EXAMES-CONSULTAS
149514407,REDE CREDENCIADA INEXISTENTE II,2022-01-09,Respondida,SOFRO DOR COLUNA 01072022 MUITO RECLAMAÇÃO CONSEGUIR ORTOPEDISTA REDE CREDENCIAR INÚMERO IR EMERGÊNCIA PASSAR REMÉDIO PRA DOR MANDAR BUSCAR CONSULTA ELETIVAAPÓS EXAME RETORNO PROGNÓSTICO Q DOR NÃO PASSAR CONTROLÁLA NECESSÁRIO ACUPUNTURAR FISIOTERAPIA MOTORA CIRURGIÃO COLUNA NEUROCIRURGIÃO SAGA CONSEGUIR COMEÇAR SAC OUVIDORIO PQ PLANO NÃO REDE CREDENCIADO PQ NÃO PAGAR MÍNIMO Q PROFISSIONAL PEDIR INIBEM ATUAÇÃO EXIGIR PASSAR EXAME ELESHOJE REDE CREDENCIAR MANUAL ONLINAR Q PRÓPRIO DIVULGAR TEMZERO NEUROCIRURGIÃOZERO ACUPUNTURISTAZERO FISIOTERAPEUTA MOTORMA DOR PERMANECER FIEL DIFERENTE PLANO,https://www.reclameaqui.com.br//hapvida-saude/rede-credenciada-inexistente-ii_dWSH5GkrGv07OGa5/,66,FORTALEZA,CE,PLANO DE SAÚDE,ATENDIMENTO,"DEMORA PARA AUTORIZAÇÃO DE CONSULTAS, EXAMES E CIRURGIAS, REDE DE ATENDIMENTO"
149512895,DESCASO COM O PACIENTE,2022-01-09,Não respondida,ESPOSO DEPENDENTE PLANO SAÚDE HAPIVA CATEGORIA PLENO CONSULTA ROTINA MÉDICO ACOMPANHAR CIRURGIA TIREOIDE IDENTIFICAR NÓDULO SOLICITAR GUIA EXAME PUNÇÃO GUIAR ULTRASSOM NÓDULO BUROCRACIA COMEÇAR CONSEGUIR AUTORIZAR EXAME INICIALMENTE TENTAR LIBERAÇÃO APLICATIVO CONFORME ORIENTAÇÃO NÃO OBTER SUCESSO NECESSÁRIO ENTRAR CONTATO OUVIDORIA DIVERSO LIGAÇÃO SUCESSO CHAMADO CA LONGO ESPERA SEGUIR PROTOCOLO INFELIZMENTE NEM ANOTAR 36825320320823107660 36825321220823114170 FINALMENTE CONSEGUIR AUTORIZAR REALIZAR EXAME FINALIZAR COLETA INFORMAR MATERIAL COLETAR DEVER ENTREGAR LABORATÓRIO PARCEIRO CLEMENTINO FRAGAR CHEGAR LABORATÓRIO ÁS 1600 RECUSAR RECEBER AMOSTRA DIZER NÃO RECEBER EXAME HAPVIDA NECESSÁRIO LIGAR NOVAMENTE PRO HAPVIDA VERIFICAR AUTORIZAÇÃO PROTOCOLO 36825320220901775350 ATENDENTE AFIRMAR NOVAMENTE EXAME ESTAR AUTORIZADO CLEMENTINO FRAGAR INFORMAÇÃO LIGAR CENTRAL CLEMENTINO FRAGAR ATENDENTE AFIRMAR EXAME SER ACEITO LABORATÓRIO CONVERSAR ATENDENTE PLANTÃO FISICAMENTE MESMO AFIRMAR NOVAMENTE NÃO AUTORIZAR PROCEDIMENTO JUNTO HAPVIR NÃO LIBERAR NÃO HAVER CONSENSO HAPVIDA CLEMENTINO FRAGAR PAGAR EXAME BOLSOALÉM FINANCEIRO PERDER DESGASTE GERAR CONSTRANGEDOR PACIENTE REALIZAR PUNÇÃO LEVAR PESSOALMENTE AMOSTRA LABORATÓRIO NÃO CONSEGUIR ATENDER RECURSO PLANO CENTRAL HAPVIDA ATENDIMENTO RUIM BUROCRÁTICO NÃO REPASSAR INFORMAÇÃO ERRAR NÃO HAVER SINCRONISMO HAPVIDA PARCEIRO,https://www.reclameaqui.com.br//hapvida-saude/descaso-com-o-paciente_a-a4NlgtCGtZ_eV4/,66,AQUIRAZ,CE,HAPVIDA SAÚDE,AGENDAMENTO,"EXAMES LAB E IMAGENS, EXAMES LAB. E IMAGEM, DIFICULDADE PARA AGENDAMENTO DE EXAMES-CONSULTAS"
149511649,FONO TERAPIA,2022-01-09,Resolvido,RECLAMAÇÃO HOJE INFELIZMENTE FONO TERAPIAQUE SER ESPAÇADO TEMPOMEU FILHO NECESSITAR SESSÃO CONSEGUIR PRA OUTUBROTIVE COLOCAR ESCOLINHAPRA AJUDAR FALAMAL PRECISAR SESSÕESE ESPAÇAMENTO CONSULTA FICAR DIFÍCILMIM COLOCAR EXTRA PRO DIA 0610PORÉM NÃO EXTRA MAISPQ LUTAR PRA GANHAR BOLSA ESCOLINHAE NÃO FICAR FALTAR AULASE EXTRA MANHÃ SAIR DIADEPOIS ATENDER PEÇO GENTILEZA TENTAR EU SOLUÇÃOSEI DEMANDA GRANDEA PANDEMIA ATRAPALHAR CRIANÇASMAL PAGAR PLANO ESTAR LUTAQUE NÃO VÁRIAS MÃES AGUARDO RETORNO,https://www.reclameaqui.com.br//hapvida-saude/fono-terapia_OevIyoaC9W16T30Q/,66,SALVADOR,BA,PLANO DE SAÚDE,AGENDAMENTO,DIFICULDADE PARA AGENDAMENTO DE EXAMES-CONSULTAS
